TournamentID,StageID,StageSequence,StageURL
6361,18204,5,https://th.sportscorpion.com/eng/tournament/stage/18204/matches/?print
6364,18199,2,https://th.sportscorpion.com/eng/tournament/stage/18199/matches/?print
6364,18200,3,https://th.sportscorpion.com/eng/tournament/stage/18200/matches/?print
6363,18194,2,https://th.sportscorpion.com/eng/tournament/stage/18194/matches/?print
6363,18195,3,https://th.sportscorpion.com/eng/tournament/stage/18195/matches/?print
6363,18196,4,https://th.sportscorpion.com/eng/tournament/stage/18196/matches/?print
6363,18197,4,https://th.sportscorpion.com/eng/tournament/stage/18197/matches/?print
6363,18198,4,https://th.sportscorpion.com/eng/tournament/stage/18198/matches/?print
6343,18189,2,https://th.sportscorpion.com/eng/tournament/stage/18189/matches/?print
6343,18190,3,https://th.sportscorpion.com/eng/tournament/stage/18190/matches/?print
6343,18191,4,https://th.sportscorpion.com/eng/tournament/stage/18191/matches/?print
7248,21025,2,https://th.sportscorpion.com/eng/tournament/stage/21025/matches/?print
7248,21026,3,https://th.sportscorpion.com/eng/tournament/stage/21026/matches/?print
6312,18162,2,https://th.sportscorpion.com/eng/tournament/stage/18162/matches/?print
6312,18175,3,https://th.sportscorpion.com/eng/tournament/stage/18175/matches/?print
6312,18176,4,https://th.sportscorpion.com/eng/tournament/stage/18176/matches/?print
6312,18177,5,https://th.sportscorpion.com/eng/tournament/stage/18177/matches/?print
6312,18183,6,https://th.sportscorpion.com/eng/tournament/stage/18183/matches/?print
6312,18184,7,https://th.sportscorpion.com/eng/tournament/stage/18184/matches/?print
6312,18185,8,https://th.sportscorpion.com/eng/tournament/stage/18185/matches/?print
6336,18166,1,https://th.sportscorpion.com/eng/tournament/stage/18166/matches/?print
6336,18170,2,https://th.sportscorpion.com/eng/tournament/stage/18170/matches/?print
6336,18171,3,https://th.sportscorpion.com/eng/tournament/stage/18171/matches/?print
6336,18178,4,https://th.sportscorpion.com/eng/tournament/stage/18178/matches/?print
6336,18179,5,https://th.sportscorpion.com/eng/tournament/stage/18179/matches/?print
6336,18180,6,https://th.sportscorpion.com/eng/tournament/stage/18180/matches/?print
6336,18181,7,https://th.sportscorpion.com/eng/tournament/stage/18181/matches/?print
6336,18182,8,https://th.sportscorpion.com/eng/tournament/stage/18182/matches/?print
6339,18160,2,https://th.sportscorpion.com/eng/tournament/stage/18160/matches/?print
6339,18163,3,https://th.sportscorpion.com/eng/tournament/stage/18163/matches/?print
6339,18164,4,https://th.sportscorpion.com/eng/tournament/stage/18164/matches/?print
6339,18167,5,https://th.sportscorpion.com/eng/tournament/stage/18167/matches/?print
6339,18168,6,https://th.sportscorpion.com/eng/tournament/stage/18168/matches/?print
6249,18153,1,https://th.sportscorpion.com/eng/tournament/stage/18153/matches/?print
6249,18154,2,https://th.sportscorpion.com/eng/tournament/stage/18154/matches/?print
6347,18161,2,https://th.sportscorpion.com/eng/tournament/stage/18161/matches/?print
6347,18172,3,https://th.sportscorpion.com/eng/tournament/stage/18172/matches/?print
6347,18173,4,https://th.sportscorpion.com/eng/tournament/stage/18173/matches/?print
6347,18174,5,https://th.sportscorpion.com/eng/tournament/stage/18174/matches/?print
6347,18186,6,https://th.sportscorpion.com/eng/tournament/stage/18186/matches/?print
6349,18140,2,https://th.sportscorpion.com/eng/tournament/stage/18140/matches/?print
6351,18135,1,https://th.sportscorpion.com/eng/tournament/stage/18135/matches/?print
6351,18136,2,https://th.sportscorpion.com/eng/tournament/stage/18136/matches/?print
6351,18137,3,https://th.sportscorpion.com/eng/tournament/stage/18137/matches/?print
6351,18138,4,https://th.sportscorpion.com/eng/tournament/stage/18138/matches/?print
6352,18141,2,https://th.sportscorpion.com/eng/tournament/stage/18141/matches/?print
6327,18115,1,https://th.sportscorpion.com/eng/tournament/stage/18115/matches/?print
6327,18118,2,https://th.sportscorpion.com/eng/tournament/stage/18118/matches/?print
6327,18128,3,https://th.sportscorpion.com/eng/tournament/stage/18128/matches/?print
6236,18114,1,https://th.sportscorpion.com/eng/tournament/stage/18114/matches/?print
6236,18120,2,https://th.sportscorpion.com/eng/tournament/stage/18120/matches/?print
6236,18121,3,https://th.sportscorpion.com/eng/tournament/stage/18121/matches/?print
6236,18124,4,https://th.sportscorpion.com/eng/tournament/stage/18124/matches/?print
6236,18125,5,https://th.sportscorpion.com/eng/tournament/stage/18125/matches/?print
6236,18129,6,https://th.sportscorpion.com/eng/tournament/stage/18129/matches/?print
6236,18131,7,https://th.sportscorpion.com/eng/tournament/stage/18131/matches/?print
6329,18116,2,https://th.sportscorpion.com/eng/tournament/stage/18116/matches/?print
6329,18122,3,https://th.sportscorpion.com/eng/tournament/stage/18122/matches/?print
6329,18123,4,https://th.sportscorpion.com/eng/tournament/stage/18123/matches/?print
6329,18126,5,https://th.sportscorpion.com/eng/tournament/stage/18126/matches/?print
6329,18127,6,https://th.sportscorpion.com/eng/tournament/stage/18127/matches/?print
6329,18130,7,https://th.sportscorpion.com/eng/tournament/stage/18130/matches/?print
6337,18106,2,https://th.sportscorpion.com/eng/tournament/stage/18106/matches/?print
6337,18107,3,https://th.sportscorpion.com/eng/tournament/stage/18107/matches/?print
6337,18108,4,https://th.sportscorpion.com/eng/tournament/stage/18108/matches/?print
6337,18109,5,https://th.sportscorpion.com/eng/tournament/stage/18109/matches/?print
6335,18110,2,https://th.sportscorpion.com/eng/tournament/stage/18110/matches/?print
6335,18111,3,https://th.sportscorpion.com/eng/tournament/stage/18111/matches/?print
6335,18112,4,https://th.sportscorpion.com/eng/tournament/stage/18112/matches/?print
6248,18098,1,https://th.sportscorpion.com/eng/tournament/stage/18098/matches/?print
6248,18099,2,https://th.sportscorpion.com/eng/tournament/stage/18099/matches/?print
6248,18100,2,https://th.sportscorpion.com/eng/tournament/stage/18100/matches/?print
6248,18101,3,https://th.sportscorpion.com/eng/tournament/stage/18101/matches/?print
6248,18102,3,https://th.sportscorpion.com/eng/tournament/stage/18102/matches/?print
6248,18103,3,https://th.sportscorpion.com/eng/tournament/stage/18103/matches/?print
6345,18096,2,https://th.sportscorpion.com/eng/tournament/stage/18096/matches/?print
6345,18097,3,https://th.sportscorpion.com/eng/tournament/stage/18097/matches/?print
6345,18104,4,https://th.sportscorpion.com/eng/tournament/stage/18104/matches/?print
6345,18105,5,https://th.sportscorpion.com/eng/tournament/stage/18105/matches/?print
6342,18095,1,https://th.sportscorpion.com/eng/tournament/stage/18095/matches/?print
6388,18263,2,https://th.sportscorpion.com/eng/tournament/stage/18263/matches/?print
6388,18264,3,https://th.sportscorpion.com/eng/tournament/stage/18264/matches/?print
6388,18265,4,https://th.sportscorpion.com/eng/tournament/stage/18265/matches/?print
6316,18076,1,https://th.sportscorpion.com/eng/tournament/stage/18076/matches/?print
6316,18080,2,https://th.sportscorpion.com/eng/tournament/stage/18080/matches/?print
6316,18085,3,https://th.sportscorpion.com/eng/tournament/stage/18085/matches/?print
6316,18086,4,https://th.sportscorpion.com/eng/tournament/stage/18086/matches/?print
6316,18087,5,https://th.sportscorpion.com/eng/tournament/stage/18087/matches/?print
6316,18088,6,https://th.sportscorpion.com/eng/tournament/stage/18088/matches/?print
6316,18091,7,https://th.sportscorpion.com/eng/tournament/stage/18091/matches/?print
6340,18092,1,https://th.sportscorpion.com/eng/tournament/stage/18092/matches/?print
6318,18077,1,https://th.sportscorpion.com/eng/tournament/stage/18077/matches/?print
6318,18078,2,https://th.sportscorpion.com/eng/tournament/stage/18078/matches/?print
6318,18081,3,https://th.sportscorpion.com/eng/tournament/stage/18081/matches/?print
6318,18082,4,https://th.sportscorpion.com/eng/tournament/stage/18082/matches/?print
6318,18083,5,https://th.sportscorpion.com/eng/tournament/stage/18083/matches/?print
6318,18084,6,https://th.sportscorpion.com/eng/tournament/stage/18084/matches/?print
6314,18075,2,https://th.sportscorpion.com/eng/tournament/stage/18075/matches/?print
6333,18073,2,https://th.sportscorpion.com/eng/tournament/stage/18073/matches/?print
6326,18067,2,https://th.sportscorpion.com/eng/tournament/stage/18067/matches/?print
6326,18068,3,https://th.sportscorpion.com/eng/tournament/stage/18068/matches/?print
6326,18069,4,https://th.sportscorpion.com/eng/tournament/stage/18069/matches/?print
6326,18070,5,https://th.sportscorpion.com/eng/tournament/stage/18070/matches/?print
6247,18059,1,https://th.sportscorpion.com/eng/tournament/stage/18059/matches/?print
6247,18060,2,https://th.sportscorpion.com/eng/tournament/stage/18060/matches/?print
6247,18061,3,https://th.sportscorpion.com/eng/tournament/stage/18061/matches/?print
6247,18064,3,https://th.sportscorpion.com/eng/tournament/stage/18064/matches/?print
6247,18062,3,https://th.sportscorpion.com/eng/tournament/stage/18062/matches/?print
6323,18056,2,https://th.sportscorpion.com/eng/tournament/stage/18056/matches/?print
6323,18057,3,https://th.sportscorpion.com/eng/tournament/stage/18057/matches/?print
6323,18058,4,https://th.sportscorpion.com/eng/tournament/stage/18058/matches/?print
6330,18066,2,https://th.sportscorpion.com/eng/tournament/stage/18066/matches/?print
6328,18054,2,https://th.sportscorpion.com/eng/tournament/stage/18054/matches/?print
6328,18055,3,https://th.sportscorpion.com/eng/tournament/stage/18055/matches/?print
6300,18042,1,https://th.sportscorpion.com/eng/tournament/stage/18042/matches/?print
6300,18044,2,https://th.sportscorpion.com/eng/tournament/stage/18044/matches/?print
6300,18046,3,https://th.sportscorpion.com/eng/tournament/stage/18046/matches/?print
6300,18049,4,https://th.sportscorpion.com/eng/tournament/stage/18049/matches/?print
6296,18043,1,https://th.sportscorpion.com/eng/tournament/stage/18043/matches/?print
6296,18047,2,https://th.sportscorpion.com/eng/tournament/stage/18047/matches/?print
6296,18048,3,https://th.sportscorpion.com/eng/tournament/stage/18048/matches/?print
6296,18052,4,https://th.sportscorpion.com/eng/tournament/stage/18052/matches/?print
6296,18053,5,https://th.sportscorpion.com/eng/tournament/stage/18053/matches/?print
6322,18017,2,https://th.sportscorpion.com/eng/tournament/stage/18017/matches/?print
7247,21023,2,https://th.sportscorpion.com/eng/tournament/stage/21023/matches/?print
7247,21024,3,https://th.sportscorpion.com/eng/tournament/stage/21024/matches/?print
6194,18028,1,https://th.sportscorpion.com/eng/tournament/stage/18028/matches/?print
6194,18032,2,https://th.sportscorpion.com/eng/tournament/stage/18032/matches/?print
6194,18033,3,https://th.sportscorpion.com/eng/tournament/stage/18033/matches/?print
6194,18038,4,https://th.sportscorpion.com/eng/tournament/stage/18038/matches/?print
6194,18039,5,https://th.sportscorpion.com/eng/tournament/stage/18039/matches/?print
6194,18041,6,https://th.sportscorpion.com/eng/tournament/stage/18041/matches/?print
6194,18040,6,https://th.sportscorpion.com/eng/tournament/stage/18040/matches/?print
6315,18019,2,https://th.sportscorpion.com/eng/tournament/stage/18019/matches/?print
6315,18020,3,https://th.sportscorpion.com/eng/tournament/stage/18020/matches/?print
6311,18013,2,https://th.sportscorpion.com/eng/tournament/stage/18013/matches/?print
6309,18007,2,https://th.sportscorpion.com/eng/tournament/stage/18007/matches/?print
6309,18008,3,https://th.sportscorpion.com/eng/tournament/stage/18008/matches/?print
6309,18009,4,https://th.sportscorpion.com/eng/tournament/stage/18009/matches/?print
6332,18071,2,https://th.sportscorpion.com/eng/tournament/stage/18071/matches/?print
6332,18072,3,https://th.sportscorpion.com/eng/tournament/stage/18072/matches/?print
6321,18010,1,https://th.sportscorpion.com/eng/tournament/stage/18010/matches/?print
6321,18011,2,https://th.sportscorpion.com/eng/tournament/stage/18011/matches/?print
6321,18014,2,https://th.sportscorpion.com/eng/tournament/stage/18014/matches/?print
6321,18012,3,https://th.sportscorpion.com/eng/tournament/stage/18012/matches/?print
6321,18015,3,https://th.sportscorpion.com/eng/tournament/stage/18015/matches/?print
6321,18016,3,https://th.sportscorpion.com/eng/tournament/stage/18016/matches/?print
6319,18003,1,https://th.sportscorpion.com/eng/tournament/stage/18003/matches/?print
6319,18004,2,https://th.sportscorpion.com/eng/tournament/stage/18004/matches/?print
6319,18006,3,https://th.sportscorpion.com/eng/tournament/stage/18006/matches/?print
6276,17996,2,https://th.sportscorpion.com/eng/tournament/stage/17996/matches/?print
6276,17998,3,https://th.sportscorpion.com/eng/tournament/stage/17998/matches/?print
6277,17990,2,https://th.sportscorpion.com/eng/tournament/stage/17990/matches/?print
6277,17991,3,https://th.sportscorpion.com/eng/tournament/stage/17991/matches/?print
6277,17992,4,https://th.sportscorpion.com/eng/tournament/stage/17992/matches/?print
6277,17994,5,https://th.sportscorpion.com/eng/tournament/stage/17994/matches/?print
6277,17995,6,https://th.sportscorpion.com/eng/tournament/stage/17995/matches/?print
6188,17988,1,https://th.sportscorpion.com/eng/tournament/stage/17988/matches/?print
6188,17984,2,https://th.sportscorpion.com/eng/tournament/stage/17984/matches/?print
6188,17985,3,https://th.sportscorpion.com/eng/tournament/stage/17985/matches/?print
6188,17987,4,https://th.sportscorpion.com/eng/tournament/stage/17987/matches/?print
6188,17986,4,https://th.sportscorpion.com/eng/tournament/stage/17986/matches/?print
6292,17993,2,https://th.sportscorpion.com/eng/tournament/stage/17993/matches/?print
6292,17997,3,https://th.sportscorpion.com/eng/tournament/stage/17997/matches/?print
6292,17999,4,https://th.sportscorpion.com/eng/tournament/stage/17999/matches/?print
6292,18000,5,https://th.sportscorpion.com/eng/tournament/stage/18000/matches/?print
6292,18001,6,https://th.sportscorpion.com/eng/tournament/stage/18001/matches/?print
6304,17980,2,https://th.sportscorpion.com/eng/tournament/stage/17980/matches/?print
6313,17981,2,https://th.sportscorpion.com/eng/tournament/stage/17981/matches/?print
6313,17982,3,https://th.sportscorpion.com/eng/tournament/stage/17982/matches/?print
6281,17968,2,https://th.sportscorpion.com/eng/tournament/stage/17968/matches/?print
6281,17969,3,https://th.sportscorpion.com/eng/tournament/stage/17969/matches/?print
6308,17970,1,https://th.sportscorpion.com/eng/tournament/stage/17970/matches/?print
6308,17973,2,https://th.sportscorpion.com/eng/tournament/stage/17973/matches/?print
6308,17978,3,https://th.sportscorpion.com/eng/tournament/stage/17978/matches/?print
6308,17979,3,https://th.sportscorpion.com/eng/tournament/stage/17979/matches/?print
6308,17976,3,https://th.sportscorpion.com/eng/tournament/stage/17976/matches/?print
6308,17975,3,https://th.sportscorpion.com/eng/tournament/stage/17975/matches/?print
6287,17964,2,https://th.sportscorpion.com/eng/tournament/stage/17964/matches/?print
6299,17972,2,https://th.sportscorpion.com/eng/tournament/stage/17972/matches/?print
6307,17965,2,https://th.sportscorpion.com/eng/tournament/stage/17965/matches/?print
6307,17966,3,https://th.sportscorpion.com/eng/tournament/stage/17966/matches/?print
6307,17967,4,https://th.sportscorpion.com/eng/tournament/stage/17967/matches/?print
6275,17945,1,https://th.sportscorpion.com/eng/tournament/stage/17945/matches/?print
6275,17952,2,https://th.sportscorpion.com/eng/tournament/stage/17952/matches/?print
6275,17953,3,https://th.sportscorpion.com/eng/tournament/stage/17953/matches/?print
6275,17960,4,https://th.sportscorpion.com/eng/tournament/stage/17960/matches/?print
6275,17961,5,https://th.sportscorpion.com/eng/tournament/stage/17961/matches/?print
6280,17942,2,https://th.sportscorpion.com/eng/tournament/stage/17942/matches/?print
6280,17947,3,https://th.sportscorpion.com/eng/tournament/stage/17947/matches/?print
6280,17948,4,https://th.sportscorpion.com/eng/tournament/stage/17948/matches/?print
6280,17954,5,https://th.sportscorpion.com/eng/tournament/stage/17954/matches/?print
6280,17955,6,https://th.sportscorpion.com/eng/tournament/stage/17955/matches/?print
6297,17956,2,https://th.sportscorpion.com/eng/tournament/stage/17956/matches/?print
6297,17958,3,https://th.sportscorpion.com/eng/tournament/stage/17958/matches/?print
6285,17943,2,https://th.sportscorpion.com/eng/tournament/stage/17943/matches/?print
6285,17944,3,https://th.sportscorpion.com/eng/tournament/stage/17944/matches/?print
6285,17946,4,https://th.sportscorpion.com/eng/tournament/stage/17946/matches/?print
6285,17949,5,https://th.sportscorpion.com/eng/tournament/stage/17949/matches/?print
6285,17950,6,https://th.sportscorpion.com/eng/tournament/stage/17950/matches/?print
6285,17951,7,https://th.sportscorpion.com/eng/tournament/stage/17951/matches/?print
6294,17957,2,https://th.sportscorpion.com/eng/tournament/stage/17957/matches/?print
6294,17959,3,https://th.sportscorpion.com/eng/tournament/stage/17959/matches/?print
6294,17962,4,https://th.sportscorpion.com/eng/tournament/stage/17962/matches/?print
6294,17963,5,https://th.sportscorpion.com/eng/tournament/stage/17963/matches/?print
6279,17937,2,https://th.sportscorpion.com/eng/tournament/stage/17937/matches/?print
6279,17938,3,https://th.sportscorpion.com/eng/tournament/stage/17938/matches/?print
6279,17939,4,https://th.sportscorpion.com/eng/tournament/stage/17939/matches/?print
6279,17940,5,https://th.sportscorpion.com/eng/tournament/stage/17940/matches/?print
6279,17941,6,https://th.sportscorpion.com/eng/tournament/stage/17941/matches/?print
6303,17935,2,https://th.sportscorpion.com/eng/tournament/stage/17935/matches/?print
6303,17936,3,https://th.sportscorpion.com/eng/tournament/stage/17936/matches/?print
6302,17934,2,https://th.sportscorpion.com/eng/tournament/stage/17934/matches/?print
6291,17930,2,https://th.sportscorpion.com/eng/tournament/stage/17930/matches/?print
6291,17931,3,https://th.sportscorpion.com/eng/tournament/stage/17931/matches/?print
6291,17932,4,https://th.sportscorpion.com/eng/tournament/stage/17932/matches/?print
6291,17933,5,https://th.sportscorpion.com/eng/tournament/stage/17933/matches/?print
6246,17919,1,https://th.sportscorpion.com/eng/tournament/stage/17919/matches/?print
6246,17921,2,https://th.sportscorpion.com/eng/tournament/stage/17921/matches/?print
6246,17922,3,https://th.sportscorpion.com/eng/tournament/stage/17922/matches/?print
6246,17925,3,https://th.sportscorpion.com/eng/tournament/stage/17925/matches/?print
6246,17923,3,https://th.sportscorpion.com/eng/tournament/stage/17923/matches/?print
6246,17926,3,https://th.sportscorpion.com/eng/tournament/stage/17926/matches/?print
6246,17924,3,https://th.sportscorpion.com/eng/tournament/stage/17924/matches/?print
6286,17920,2,https://th.sportscorpion.com/eng/tournament/stage/17920/matches/?print
6295,17917,2,https://th.sportscorpion.com/eng/tournament/stage/17917/matches/?print
6295,17918,3,https://th.sportscorpion.com/eng/tournament/stage/17918/matches/?print
6228,17907,1,https://th.sportscorpion.com/eng/tournament/stage/17907/matches/?print
6228,17910,2,https://th.sportscorpion.com/eng/tournament/stage/17910/matches/?print
6228,17911,2,https://th.sportscorpion.com/eng/tournament/stage/17911/matches/?print
6228,17915,3,https://th.sportscorpion.com/eng/tournament/stage/17915/matches/?print
6228,17914,3,https://th.sportscorpion.com/eng/tournament/stage/17914/matches/?print
6228,17912,4,https://th.sportscorpion.com/eng/tournament/stage/17912/matches/?print
6290,17900,2,https://th.sportscorpion.com/eng/tournament/stage/17900/matches/?print
6290,17902,3,https://th.sportscorpion.com/eng/tournament/stage/17902/matches/?print
6274,17889,2,https://th.sportscorpion.com/eng/tournament/stage/17889/matches/?print
6274,17890,3,https://th.sportscorpion.com/eng/tournament/stage/17890/matches/?print
6274,17891,4,https://th.sportscorpion.com/eng/tournament/stage/17891/matches/?print
6267,17896,1,https://th.sportscorpion.com/eng/tournament/stage/17896/matches/?print
6267,17903,2,https://th.sportscorpion.com/eng/tournament/stage/17903/matches/?print
6267,17904,3,https://th.sportscorpion.com/eng/tournament/stage/17904/matches/?print
6267,17905,4,https://th.sportscorpion.com/eng/tournament/stage/17905/matches/?print
6267,17906,5,https://th.sportscorpion.com/eng/tournament/stage/17906/matches/?print
6269,17886,1,https://th.sportscorpion.com/eng/tournament/stage/17886/matches/?print
6243,17875,2,https://th.sportscorpion.com/eng/tournament/stage/17875/matches/?print
6243,17878,2,https://th.sportscorpion.com/eng/tournament/stage/17878/matches/?print
6243,17877,3,https://th.sportscorpion.com/eng/tournament/stage/17877/matches/?print
6243,17879,4,https://th.sportscorpion.com/eng/tournament/stage/17879/matches/?print
6243,17881,4,https://th.sportscorpion.com/eng/tournament/stage/17881/matches/?print
6243,17880,4,https://th.sportscorpion.com/eng/tournament/stage/17880/matches/?print
6288,17876,2,https://th.sportscorpion.com/eng/tournament/stage/17876/matches/?print
6288,17882,3,https://th.sportscorpion.com/eng/tournament/stage/17882/matches/?print
6283,17871,1,https://th.sportscorpion.com/eng/tournament/stage/17871/matches/?print
6283,17872,2,https://th.sportscorpion.com/eng/tournament/stage/17872/matches/?print
6283,17873,2,https://th.sportscorpion.com/eng/tournament/stage/17873/matches/?print
6282,17870,2,https://th.sportscorpion.com/eng/tournament/stage/17870/matches/?print
6252,17861,2,https://th.sportscorpion.com/eng/tournament/stage/17861/matches/?print
6252,17862,3,https://th.sportscorpion.com/eng/tournament/stage/17862/matches/?print
6252,17863,4,https://th.sportscorpion.com/eng/tournament/stage/17863/matches/?print
6268,17864,2,https://th.sportscorpion.com/eng/tournament/stage/17864/matches/?print
6268,17865,3,https://th.sportscorpion.com/eng/tournament/stage/17865/matches/?print
6268,17866,4,https://th.sportscorpion.com/eng/tournament/stage/17866/matches/?print
6268,17867,5,https://th.sportscorpion.com/eng/tournament/stage/17867/matches/?print
6268,17868,6,https://th.sportscorpion.com/eng/tournament/stage/17868/matches/?print
6265,17858,1,https://th.sportscorpion.com/eng/tournament/stage/17858/matches/?print
6265,17860,2,https://th.sportscorpion.com/eng/tournament/stage/17860/matches/?print
6214,17842,2,https://th.sportscorpion.com/eng/tournament/stage/17842/matches/?print
6214,17846,3,https://th.sportscorpion.com/eng/tournament/stage/17846/matches/?print
6214,17847,4,https://th.sportscorpion.com/eng/tournament/stage/17847/matches/?print
6173,17844,2,https://th.sportscorpion.com/eng/tournament/stage/17844/matches/?print
6173,17845,3,https://th.sportscorpion.com/eng/tournament/stage/17845/matches/?print
6173,17852,4,https://th.sportscorpion.com/eng/tournament/stage/17852/matches/?print
6173,17853,5,https://th.sportscorpion.com/eng/tournament/stage/17853/matches/?print
6238,17843,2,https://th.sportscorpion.com/eng/tournament/stage/17843/matches/?print
6238,17849,3,https://th.sportscorpion.com/eng/tournament/stage/17849/matches/?print
6238,17850,4,https://th.sportscorpion.com/eng/tournament/stage/17850/matches/?print
6238,17856,5,https://th.sportscorpion.com/eng/tournament/stage/17856/matches/?print
6238,17857,6,https://th.sportscorpion.com/eng/tournament/stage/17857/matches/?print
6255,17848,2,https://th.sportscorpion.com/eng/tournament/stage/17848/matches/?print
6255,17851,3,https://th.sportscorpion.com/eng/tournament/stage/17851/matches/?print
6255,17854,4,https://th.sportscorpion.com/eng/tournament/stage/17854/matches/?print
6255,17855,5,https://th.sportscorpion.com/eng/tournament/stage/17855/matches/?print
6264,17839,2,https://th.sportscorpion.com/eng/tournament/stage/17839/matches/?print
6264,17840,3,https://th.sportscorpion.com/eng/tournament/stage/17840/matches/?print
6264,17841,4,https://th.sportscorpion.com/eng/tournament/stage/17841/matches/?print
6263,17836,2,https://th.sportscorpion.com/eng/tournament/stage/17836/matches/?print
6263,17837,3,https://th.sportscorpion.com/eng/tournament/stage/17837/matches/?print
6263,17838,4,https://th.sportscorpion.com/eng/tournament/stage/17838/matches/?print
6242,17828,1,https://th.sportscorpion.com/eng/tournament/stage/17828/matches/?print
6242,17830,2,https://th.sportscorpion.com/eng/tournament/stage/17830/matches/?print
6242,17833,3,https://th.sportscorpion.com/eng/tournament/stage/17833/matches/?print
6242,17831,3,https://th.sportscorpion.com/eng/tournament/stage/17831/matches/?print
6242,17832,3,https://th.sportscorpion.com/eng/tournament/stage/17832/matches/?print
6262,17829,2,https://th.sportscorpion.com/eng/tournament/stage/17829/matches/?print
6266,17834,2,https://th.sportscorpion.com/eng/tournament/stage/17834/matches/?print
6160,17805,1,https://th.sportscorpion.com/eng/tournament/stage/17805/matches/?print
6160,17817,2,https://th.sportscorpion.com/eng/tournament/stage/17817/matches/?print
6160,17818,3,https://th.sportscorpion.com/eng/tournament/stage/17818/matches/?print
6160,17821,4,https://th.sportscorpion.com/eng/tournament/stage/17821/matches/?print
6200,17820,2,https://th.sportscorpion.com/eng/tournament/stage/17820/matches/?print
6200,17825,3,https://th.sportscorpion.com/eng/tournament/stage/17825/matches/?print
6200,17826,4,https://th.sportscorpion.com/eng/tournament/stage/17826/matches/?print
6209,17813,1,https://th.sportscorpion.com/eng/tournament/stage/17813/matches/?print
6209,17814,2,https://th.sportscorpion.com/eng/tournament/stage/17814/matches/?print
6209,17822,3,https://th.sportscorpion.com/eng/tournament/stage/17822/matches/?print
6209,17823,4,https://th.sportscorpion.com/eng/tournament/stage/17823/matches/?print
6209,17824,5,https://th.sportscorpion.com/eng/tournament/stage/17824/matches/?print
6223,17802,1,https://th.sportscorpion.com/eng/tournament/stage/17802/matches/?print
6223,17806,2,https://th.sportscorpion.com/eng/tournament/stage/17806/matches/?print
6223,17808,3,https://th.sportscorpion.com/eng/tournament/stage/17808/matches/?print
6223,17815,4,https://th.sportscorpion.com/eng/tournament/stage/17815/matches/?print
6223,17816,5,https://th.sportscorpion.com/eng/tournament/stage/17816/matches/?print
6257,17809,2,https://th.sportscorpion.com/eng/tournament/stage/17809/matches/?print
6257,17810,3,https://th.sportscorpion.com/eng/tournament/stage/17810/matches/?print
6257,17811,4,https://th.sportscorpion.com/eng/tournament/stage/17811/matches/?print
6257,17812,5,https://th.sportscorpion.com/eng/tournament/stage/17812/matches/?print
6258,17827,2,https://th.sportscorpion.com/eng/tournament/stage/17827/matches/?print
6165,17787,1,https://th.sportscorpion.com/eng/tournament/stage/17787/matches/?print
6165,17788,2,https://th.sportscorpion.com/eng/tournament/stage/17788/matches/?print
6165,17789,3,https://th.sportscorpion.com/eng/tournament/stage/17789/matches/?print
6165,17798,4,https://th.sportscorpion.com/eng/tournament/stage/17798/matches/?print
6165,17799,5,https://th.sportscorpion.com/eng/tournament/stage/17799/matches/?print
6165,17800,6,https://th.sportscorpion.com/eng/tournament/stage/17800/matches/?print
6183,17776,1,https://th.sportscorpion.com/eng/tournament/stage/17776/matches/?print
6183,17777,2,https://th.sportscorpion.com/eng/tournament/stage/17777/matches/?print
6183,17778,3,https://th.sportscorpion.com/eng/tournament/stage/17778/matches/?print
6183,17779,3,https://th.sportscorpion.com/eng/tournament/stage/17779/matches/?print
6239,17775,2,https://th.sportscorpion.com/eng/tournament/stage/17775/matches/?print
6226,17760,2,https://th.sportscorpion.com/eng/tournament/stage/17760/matches/?print
6226,17761,3,https://th.sportscorpion.com/eng/tournament/stage/17761/matches/?print
6226,17766,4,https://th.sportscorpion.com/eng/tournament/stage/17766/matches/?print
6182,17762,2,https://th.sportscorpion.com/eng/tournament/stage/17762/matches/?print
6182,17765,3,https://th.sportscorpion.com/eng/tournament/stage/17765/matches/?print
6182,17767,4,https://th.sportscorpion.com/eng/tournament/stage/17767/matches/?print
6182,17768,5,https://th.sportscorpion.com/eng/tournament/stage/17768/matches/?print
6182,17769,6,https://th.sportscorpion.com/eng/tournament/stage/17769/matches/?print
6182,17770,7,https://th.sportscorpion.com/eng/tournament/stage/17770/matches/?print
6182,17771,8,https://th.sportscorpion.com/eng/tournament/stage/17771/matches/?print
6237,17763,2,https://th.sportscorpion.com/eng/tournament/stage/17763/matches/?print
6250,17764,2,https://th.sportscorpion.com/eng/tournament/stage/17764/matches/?print
6235,17757,2,https://th.sportscorpion.com/eng/tournament/stage/17757/matches/?print
6241,17758,1,https://th.sportscorpion.com/eng/tournament/stage/17758/matches/?print
6241,17759,2,https://th.sportscorpion.com/eng/tournament/stage/17759/matches/?print
6189,17746,2,https://th.sportscorpion.com/eng/tournament/stage/17746/matches/?print
6189,17752,3,https://th.sportscorpion.com/eng/tournament/stage/17752/matches/?print
6189,17753,4,https://th.sportscorpion.com/eng/tournament/stage/17753/matches/?print
6189,17754,5,https://th.sportscorpion.com/eng/tournament/stage/17754/matches/?print
6189,17755,6,https://th.sportscorpion.com/eng/tournament/stage/17755/matches/?print
6189,17756,7,https://th.sportscorpion.com/eng/tournament/stage/17756/matches/?print
